creative_data_id,creative_data_title,creative_data_description,creative_data_duration,creative_data_lifetime_spend_estimated,creative_data_lifetime_airings_count,creative_data_airing_date_first_et,creative_data_airing_date_last_et,speech
3066063,30s Parking Spot [T1] - 3066063,"A man driving in a Nissan Altima passes parking spaces because he says they are too far away, which leads to his passenger feeling that he'll never park. The man enjoys his Altima too much to stop driving.",30,449434.75,85,2020-11-14T01:41:27-05:00,2021-01-12T20:40:53-05:00,"There's a spot not for he yet. What's wrong with that spot? Too far? I know a better girl. I do. What about here? Crooked parker lighting. Sweet. Really? We're never gonna park, aren't we commit to the drive? The 2021 Nissan Altima with intelligent all wheel drive?"
2418354,30s Doin' More With Less - 2418354,"Chevron says it is doing more with less while working to create energy for meetings, late-night reading sessions, selfie sessions and more as the global population increases. Doers from the company are finding new ways to access the necessary energy through data-analysis and hands-on experience at drill-sites.",30,1163741.67,83,2019-09-08T10:23:04-04:00,2019-12-15T20:14:09-05:00,"This is a story about doing more with less doers need energy and demand for it is expected to grow. So Chevron's finding more homegrown energy more precisely digitizing the way we work with advanced data analytics, helping us develop more productive wells. And we're exploring ways to use renewable energy in our operations. Doing more with less, more data and precision to help meet growing demand. That's gonna get a lot of likes Chevron innovating to meet the energy demands of today and tomorrow."
2511206,30s Road Trip: Ethan's Playlist [T2] - 2511206,"Ethan Erickson and Danielle Demski are back on the road in their new RAV4 XSE. Not only is it both a hybrid and the fastest RAV4, but it also comes standard with Apple CarPlay compatibility. This seems to excite Ethan the most, so he asks Siri to play his special playlist, much to the dismay of Danielle.",30,579595.22,80,2019-11-05T16:14:52-05:00,2020-02-06T23:26:23-05:00,"Hey, what's up? I'm Ethan and I'm Danielle and we're on a Toyota road trip in the new Rav Four Xse. This will change the way you think about hybrids. Now, the handling is amazing and it gets 41 MPG in the city and this is the fastest RAV four with 219 horsepower. And every new Rav four has Apple car play compatibility to support your music, maths and apps. Check this Siri Play Ethan's playlist. Huh? That's what I'm talking about. You're always talking about something Toyota. Let's go places."
2597996,30s True Holiday Story: Early Arrival - 2597996,"A father remembers the time his party went amiss before it even started for this true holiday story. While carrying plates of snacks from the kitchen, he notices the cat unfurling an entire roll of toilet paper onto the bathroom floor. He turns the corner into the living room and the dog, wrapped in holiday lights, runs by, knocking over the tree and spilling the snacks onto the floor. Just when he thinks it can't get any worse, the guests show up early. Walgreens says it is right around the corner for your last-minute holiday supplies.",30,355058.34,80,2019-12-23T20:52:17-05:00,2019-12-26T03:43:50-05:00,"Honey. Can you get the snacks? Guess who's early? Good thing. Walgreens is right around the corner with last minute holiday supplies. Get in, get out, get Jolly."
2529687,"30s Automatically Adjusts: Save $1,000 - 2529687","The Sleep Number 360 Smart Bed features adjustable settings on both sides of the bed and helps keep you asleep by sensing your movements and automatically adjusting throughout the night. During the final days of the Veterans Day Sale, customers can save $1,000 on the 360 Special Edition Queen Smart Bed.",30,241486.02,73,2019-11-14T13:46:38-05:00,2019-11-17T18:29:18-05:00,"Can my side be firm and my side's super soft with the sleep number 360 smart bed, you can both adjust your comfort with your sleep number setting can help keep me asleep. Absolutely. It intelligently senses your movements and automatically adjusts to keep you both comfortable and snoring. No problem and done. Will it help me keep up with you? Yep. So you can really promise better sleep. I promise proof. Don't miss the final days to save $1000 on the new sleep. Number 360 special edition smart bed. Now only 17.9 and Sunday."
3265336,30s ANWA: Journey - 3265336,"A little girl squares up to putt ... er, drive a golf ball and it careens off the walls of her home to bounce through a steady flow of professional, powerful women who excel at their fields before ending up in front of a professional golfer. The girl is able to see the golfer use her own golf ball while playing in the Augusta National Women's Amateur.",30,119402.95,71,2021-03-22T15:52:56-04:00,2021-04-11T22:45:43-04:00,Kick off your shoes. Bank of America is proud to support women in their journeys on and off the course. What would you like the power to do?
2650588,30s The Key to Reliability Sales Event: It's Your Key - 2650588,"During the Yamaha Outboards The Key to Reliability Sales Event, customers can choose from five years of warranty protection or up to $1,500 in dealer credit with the purchase of a qualifying outboard. The company insists the key to a great boating experience has the Yamaha name on it.",30,7728.59,70,2019-12-31T05:37:07-05:00,2020-06-28T10:36:55-04:00,"The key to a great voting experience has the Yamaha name on it. It's your key to legendary reliability right now during the Yamaha key to reliability sales event, purchase any qualifying Yamaha out tour and exercise your power of choice between five years of Yamaha warranty protection or up to $1500 in Yamaha dealer credit. The key to reliability is now your key to a great deal on a Yamaha outboard. Yamaha reliability starts here."
2750416,30s Yard Off: Garden Soil: 2 for $12 - 2750416,"A customer at Lowe's tells an employee that he is in the middle of a ""yard off"" with his neighbor. Luckily, the employee knows exactly what to do. With savings on Craftsman, Scotts and Honda, Lowe's believes you can make your yard the envy of the block this spring.",30,470592.39,70,2020-03-25T21:46:18-04:00,2020-03-30T01:45:34-04:00,"Hi. Hey. So what are you working on? I'm in kind of a yard off Rob Bill. Follow me. Make your yard the envy of the block this spring at Lowe's with savings on craftsmen, Scotts and Honda. So you stay ahead of the pack. Get two bags of miracle gro garden soil for $12 do it right. For less. Start with Lowe's."
2540988,30s Our Favorite Ways to Play - 2540988,"Family members and friends come together to play their favorite games on the Nintendo Switch. From ""Luigi's Haunted Mansion 3,"" ""Super Mario Maker 2"" and ""Fortnite"" the games seem to connect every families at every generation, regardless of how its being played.",30,211321.47,66,2019-11-18T08:53:23-05:00,2019-11-25T03:06:55-05:00,"Spending time with my daughter catching up with my grandkids. Oh, you're killing it, honey. Working out in my free time. Do you see right there teaming up with my son dancing with my girls. One last game racing on our favorite level. Nintendo switch. Nintendo switch. Nintendo switch is my way to play."
1959692,30s Holidays: Santa's Favorite Cookie - 1959692,"A little boy stands in the cookie aisle at World Market pondering what kind of cookie Santa would like best. After getting overwhelmed by all the options, a brilliant idea sparks in his head and he excitedly runs to a different part of the store. On Christmas Eve night, it's revealed that he purchased a big jar for the jolly old man to hold his cookies in.",30,71857.49,57,2018-11-01T16:44:17-04:00,2018-12-17T00:39:43-05:00,"I know Santa likes cookies. But what's his favorite cookie? What's his favorite cookie? You better watch out. You better, you better. I'm telling you why Sans are close, dear. Santa. I got you a big cookie jar. Mio. Ok. T."
1986629,30s Built for the Holidays Sales Event: An Offer Even Scrooge Would Like [T2] - 1986629,"Ford wants you to know that it's having a sales event and that it's a big deal, but it's not going to scream about it or anything. The automaker claims that with all its J.D. Power awards and owner loyalty, there really isn't anything else to say and wonders when you'll stop by. During its Built for the Holidays Sales Event, Ford is offering special savings on select models, including the 2018 F-150.",30,645474.85,55,2018-11-22T19:35:02-05:00,2018-12-02T13:52:27-05:00,"We're having a sales event. It's a big deal, but we're not gonna scream about it because when you're the brand with the highest owner loyalty and have the most JD Power iqs awards, there's really nothing left to say except when are you coming in Ford built for the holidays? Now get an F 150 with 0% financing for 72 months or an Explorer with 5600 total value plus 1500 on top of your trade."
2505712,30s A Phone Made the Google Way - 2505712,"Google introduces the Pixel 4, which the company says is ""made the Google way."" It includes an improved virtual assistant for searching and sharing and motion sense for swiping between screens. The highlight is the camera, which Google claims can take perfect photos, even in the dark.",30,2230332.91,48,2019-10-30T21:42:20-04:00,2020-01-18T21:48:35-05:00,"So what you so upset cause it's so, so fresh."
2468277,30s Certified Pre-Owned Sales Event: Or It Isn't: Never Settle [T2] - 2468277,"For those who never settle, Mercedes-Benz announces its Certified Pre-Owned Sales Event. According to the automaker, when it comes to a pre-owned vehicle, it's one of the following: the assurance of a certification process, the testing of an array of advanced safety systems or the peace of mind of an unlimited warranty -- or none of the above. It encourages you to never settle.",30,159999.95,46,2019-10-12T06:08:33-04:00,2019-10-28T01:41:40-04:00,"It's either the assurance of a 165 point certification process or it isn't, it's either testing an array of advanced safety systems or it isn't. It's either the peace of mind of a standard, unlimited mileage warranty or it isn't for those who never settle. It's either Mercedes Benz Certified pre owned or it isn't the Mercedes Benz certified pre owned sales event now through October 31st, only at your authorized Mercedes Benz Dealer."
2917037,30s The Only Way Is Through: Team - 2917037,"As a handful of athletes struggle to peer through a fog overtaking the fields and courts they call home, Under Armour reminds those watching that no matter what our future looks like, they must find their way through the unknown.",30,205152.46,43,2020-07-31T20:10:24-04:00,2021-04-24T15:02:48-04:00,"There's a fog out there and it's calling you by name. He wants to wrap his whole self around you make you forget who you are, but you won't forgive him to find your way through that ball through the unknown. There's only one way."
3209706,30s GOAT 5G Championship - 3209706,"Tom Brady calls his best buddy Rob Gronkowski for advice on what his next move should be after leaving Boston. In Florida, Rob Gronkowski urges Brady to retire, which would allow his friend to ""tamp down the stress."" He even likens retirement to ""winning another championship"" and comments that the deal sounds so good he may even join Brady. However, Tom Brady heard things differently on his spotty network. Brady heard his friend urge him to go to Tampa Bay and try for another championship, noting that he'd be a soft and weak man for not going through with it. In March 2020, buoyed by Gronkowski's words, he announces his return to football, and he announces that Gronkowski's will be joining him. T-Mobile says you shouldn't trust a big decision like returning to football to just any network. You're urged to use T-Mobile, which is said to be the GOAT in 5G.",30,358860.66,42,2021-02-15T19:07:21-05:00,2021-02-22T05:39:04-05:00,"What up TB? What do you think my next move should be retirement. Tamp down this dress and amp up the relaxation. Baby retirement is like winning another championship on a spotty network. This is what Tom heard. Tampa Bay, maybe I'll even join you. My goal is to bring a championship to Tampa Bay and Gronk's coming with me. We are my football pants. Don't trust big decisions to just any network. Go with T Mobile. The go in five G."
3347554,30s It's Time [T1] - 3347554,"A woman walks down a garage, passing by Ford models of years gone by, and says it's time for Ford to take its long history of innovation and create something brand new: the F-150 Lightning.",30,190102.28,39,2021-05-14T02:47:03-04:00,2021-05-23T11:54:32-04:00,It's time to take a century of innovation and point it out the next century to take the legendary and turn it into something revolutionary to take electric and turn it into lightning.
2218186,30s Daym Drops: Oh Baby! - 2218186,"Daymon Patterson, YouTube's ""Daym Drops"" food critic, reviews the Bacon-Wrapped Deep! Deep! Dish Pepperoni and Bacon pizza. It's good enough to make him scream.",30,74679.67,38,2019-04-19T13:11:03-04:00,2019-04-21T23:49:42-04:00,"Introducing. 000, baby. This bacon is crispy. They've actually taken pieces of the regular strips of bacon and sprinkled it all over the pizza plan and the bacon is not fake and all, all pizza should have extra crispy bacon. Get a large hot and ready bacon wrapped, deep, deep dish, pepperoni and bacon pizza for just 12 bucks. Try our convenient app and a pizza portal. Pick up pizza pizza."
2953810,30s Summer Sales Event: Ford Promise: Getting Back to It [T2] - 2953810,"Ford says it is ready to get America ""back to it"" through the Ford Promise. As families take to their cars for camping trips and other activities, the automaker offers one year to return a vehicle if a customer unexpectedly loses their job. During the Summer Sales Event, customers can receive special financing on select models for a limited time.",30,148373.07,35,2020-08-31T16:47:26-04:00,2020-09-05T17:11:43-04:00,"America. We want to help get you back to it. Then here's how with the Ford Promise visit your Ford dealer finance a new certified pre owned or used vehicle through Ford credit. And if you lose your job, you can return it for up to one year from the day you bought it. You can also get 0% apr financing for 72 months across the Ford lineup. Let us help, get you back to it during the final days of the Ford summer sales event. Get 0% apr financing for 72 months. See your local Ford dealer today."
2220795,30s The Intruder - 2220795,"Newlyweds Scott and Annie Russell can't believe their fortune when they purchase a beautiful home nestled in the heart of Napa Valley, California from a lone widower. Their dream, however, quickly turns into a nightmare when the seller begins to interject himself into the young couple's lives. Before long, they begin to suspect that his inability to emotionally let go of the property is evolving into a nefarious plot to get it back. ""The Intruder"" is rated PG-13 and crashes into theaters May 3, 2019.",30,135041.74,34,2019-04-21T20:11:54-04:00,2019-05-03T14:50:13-04:00,"You really want this place, don't you? I do. Here's the keys. This house is yours though. Thank you, Charlie. Honey, Charlie is outside cutting the grass. What did you just get this out of the garage? That's where I keep it. Something is really off with that guy. Don't look too close under the mask. He's watching you. What the hell get off of my property. I'm not dying today. The intruder rated PG 13."
2558982,30s Road Home Sales Event: Holiday Parties [T2] - 2558982,"A family scrambles into their BMW X5 and heads off down the road, stopping at many different holiday parties along the way. They traverse neighborhood and seaside roads, sneaking in naps in between to ensure their time spent with family and friends is fully enjoyed. BMW encourages you to make the most of your road home this holiday season and offers credit on select models.",30,119747.38,33,2019-12-01T23:06:24-05:00,2019-12-05T01:14:15-05:00,"No, no. Yeah. How's it going this holiday season? Make the most of your road home to receive a credit of up to $4500 on select models. Now through December."
1739116,30s Natural Herbal Ingredients - 1739116,GNC wants to know what will you gain when you lose the weight? It claims its Slimvance product can help people lose six times the weight and three times the inches at their waistline. Slimvance users praise the product and the weight loss results they had while using it. Customers who call or visit NewSlimvance.com may qualify for a complimentary 14-day supply.,30,43442.88,32,2018-04-11T17:45:46-04:00,2018-04-22T21:40:13-04:00,"Introducing slim pants. The number one weight loss supplement at GNC with slim bands. I lost £19. I gained a size six body in eight weeks. Natural herbal ingredients. I've lost four dress sizes, no stimulants, no jitters. I've gained a healthier lifestyle that now my kids can see. Slim Vance is now available at your local G and C store or text slim 30 to 2468, 10 to get a complimentary 14 day supply of slim vs before they're gone."
1708967,30s Not Just Any Internet: 60 Mbps - 1708967,"Xfinity believes its Internet is more than standard a wireless connection. With Xfinity Internet, the service provider says it's possible to play games at high speeds, have all your teens streaming video at once and get up to five mobile lines included with service.",30,71390.86,30,2018-02-28T00:47:49-05:00,2018-03-25T12:17:48-04:00,"Internet but not just any internet. It's you never gain with speeds like this internet. It's all your teenager streaming at once. Internet. It's, I can get up to 12345 mobile lines included internet. It's internet from Xfinity. That makes your life. Simple, easy, awesome. Get started with Xfinity internet for 39 99 a month for two full years now with more speed than ever. Plus at Xfinity Mobile and get $250 back for each new line, click call or visit a store today."
2314704,30s Start Reconnecting - 2314704,"The World Elite Mastercard is said to come equipped with perks that help you reconnect with the important people in your life, like $5 off of two tickets with Fandango so you can see a movie with your daughter and $5 off Postmates when you get home. You can get benefits like that with world-class brands like Lyft, Boxed and ShopRunner with the World Elite Mastercard.",30,57237.62,30,2019-06-22T20:53:12-04:00,2019-07-17T15:22:49-04:00,"World Elite Mastercard now with more automatic benefits. Put that away. Let's have some fun. Let's order some food. Really start reconnecting, start something priceless. Explore the new benefits of the world Elite Mastercard."
3187482,30s The Overnight Shift Is Over: McGriddles and $1 Dr Pepper - 3187482,"Sometimes, you just need a boost after working the graveyard shift. McDonald's is happy to provide this ""overnight shift is over"" meal by offering breakfast items including a Sausage McGriddle and Chicken McGriddle paired with a soda for $1.",30,96873.63,29,2021-02-02T19:56:38-05:00,2021-06-28T00:32:43-04:00,You too. There's a meal for every morning at mcdonald's right now. Enjoy a savory sausage mcgriddle or a chicken mcgriddle paired with a $1 any size icy cold dr pepper.
1963503,30s Black Friday Sales Event: Everyone's Excited [T2] - 1963503,"These Chevrolet customers can't hold back their excitement upon seeing the features available on select Chevrolet models. During the Black Friday Sales Event, Chevrolet offers special lease and finance options on models like the 2019 Equinox.",30,168147.36,29,2018-11-09T19:04:59-05:00,2018-11-28T21:49:36-05:00,"Wait, what? Everyone's excited about the Chevy Vehicles at the Chevy Black Friday sales event. I could get used to this and you will be too when you get 0% financing on our award winning Chevy cars, trucks and suvs. How is that even possible? Now get 0% financing for 72 months on popular 2018 and 2019 Chevy models or make no monthly payments until next year. The Black Friday sales event ends soon. See your local Chevy dealer."
3081313,30s 2020 Thanksgiving E-Card - 3081313,"Robert A. DiMuccio, CEO at Amica, believes that Thanksgiving is associated with caring. Amica celebrates 50 years of its annual Thanksgiving card, and it invites you to share the card with your friends and family.",30,62865.61,28,2020-11-25T08:15:21-05:00,2020-11-27T01:53:18-05:00,Of all of the holidays. I think that Thanksgiving evokes a feeling of caring. The Thanksgiving card evokes who we are. It just tells me that a company thinks of other things other than business. There's no call to action other than have a happy Thanksgiving.
3312710,30s Storewide Mattress Sale: The Best Things Come in Threes - 3312710,"During the Storewide Mattress Sale at Rooms to Go, you can save on three different mattresses in a box options. When you purchase one of the mattresses you will receive two free matching pillows.",30,120082.16,25,2021-04-21T06:59:21-04:00,2021-05-04T04:39:48-04:00,"During the rooms to go store wide mattress sale. The best things come in threes and in convenient boxes, choose from three great mattress in a box brands, Nectar Casper or purple. Then enjoy three amazing benefits. You'll only find in rooms to go low interest, free monthly payments for 60 months. Two free matching pillows and the ability to try before you buy or buy online, sleeping better and saving money is as easy as 123 during the rooms to go store wide mattress sale."
2160345,30s Big Saving Symptoms [T2] - 2160345,"Hyundai goes through some common celebration dances and emotions seen during its Spring Fever Sales Event, including ""the mine, all mine,"" ""the woot-woot"" and ""the brain bomb."" The automaker claims it has 10 vehicles that are IIHS Top Safety Picks, which means these symptoms are quite contagious. In fact, the Hyundai spokesperson already sees a new one happening right in front of her. During the Spring Fever Sales Event, Hyundai offers special leasing options on select models like the 2019 Elantra.",30,81421.24,24,2019-03-19T16:48:48-04:00,2019-04-02T00:54:11-04:00,"The mine, all mine, the woot woot the brain bomb. These are just some of the symptoms brought on by big savings during the Hyundai Spring Fever sales event. And with 10 vehicles named Iihs Top safety pick. It's proving to be quite contagious. That's a new one. The Hyundai Spring Fever sales event, the longer you look, the more there is to life now lease the 2019 Sonata for 139 a month or get up to 3000 in total savings hurry offers end April 1st."
1744482,30s Back - 1744482,"Zaxby's believes its flavor speaks for itself... literally. A talking Zensation Zalad announces that it read a tweet made by @simply__mollie about the longest craving she's ever had and has just one thing to say: ""I'm back!"" Only the salad, voiced by Kristen Schaal, enthusiastically repeats the good news several more times. Zaxby's Zensation Zalad features hand-breaded chicken fingers, wonton strips and a honey sesame sauce paired with Asian slaw and a veggie egg roll.",30,46839.14,23,2018-04-23T10:43:48-04:00,2018-04-30T01:53:05-04:00,"I read this tweet yesterday and at simply Molly, I just have one thing to say. I'm back, I'm back, baby, I'm back, I'm back. Who's back? I'm back. That's me. Back in, up, back, back, back, back, back, back at Zaxby's. Our flavor speaks for itself. Like the sensation, salad hand breaded chicken fingers and wonton strips on freshly chopped greens, drizzled with honey sesame sauce, served with Asian sauce and a veggie egg roll. Friend's family flavor. Zaxby's."
2205093,30s NCAA Final Four - 2205093,"The Jonas Brothers perform their song ""Cool"" during the Final Four concert for NCAA March Madness sponsored by Coca-Cola. People enjoy drinking their Coca-Cola drinks and posing in front of themed backdrops and photo ops while on their way to the game and concert.",30,4666.89,23,2019-05-07T18:59:22-04:00,2021-07-14T14:56:45-04:00,Lady a?
1825984,30s Epic [T2] - 1825984,"Various families use their 2018 Hyundai vehicles for picnics, kayak adventures, golfing and water sports. No matter what activities are on the horizon, Hyundai invites customers to shop during its Epic Summer Sales Event to save on select models.",30,85820.1,23,2018-07-26T20:17:43-04:00,2018-09-07T14:39:42-04:00,"Mm, if they can play the ball. Right. The Hyundai Epic summer sales event with select suvs starting around 20 K this summer is going to be epic right now. Lease the all new 2018 Hyundai Kona for just 1 99 a month only at your Western Washington Hyundai dealers."
3117116,30s Just What I Wanted [T2] - 3117116,"Several enthused people reward themselves with the gift of new Buick vehicles, to and from themselves this holiday season. Naturally, they are shocked by their own kindness. Buick encourages you to not forget about yourself during the holidays and put the you in S(You)V. During Celebrate the Holidays, the automaker offers Employee Pricing for Everyone with special savings on select models.",30,73602.97,22,2020-12-15T18:12:47-05:00,2020-12-21T19:54:24-05:00,"A new buick for me to James from James. That's just what I wanted. Is this a new buick? I Secret Santa myself. I shouldn't have, I have been very good this year. Wow. Wow. Don't forget you this holiday season. Get an SUV from Buick. Now, everyone can get GM employee pricing on most Buick SUV models. Use it to get over 4500 total value on this Encore GX. See your North Texas Buick dealers."
2853933,30s Getting Back Out There [T2] - 2853933,"With summer approaching, garage doors begin to open and Nissan models are starting up again. The automaker says it is ready to help its customers prepare for the warmer season with its lineup of vehicles. For a limited time, Nissan offers special leasing on the 2020 Rogue and 2020 Sentra.",30,90963.11,21,2020-06-12T23:42:54-04:00,2020-06-20T19:59:13-04:00,Feel like getting back out there. Nissan is ready to help you with a bold award winning lineup and great offers kick off summer with 0% financing for up to 84 months on 13 models or get a low 179 month lease on the 2020 Nissan Sentra.
2407070,30s Epic Summer Clearance: Water Fight [T2] - 2407070,"While a family has a water fight near their Hyundai vehicle, the automaker announces its Epic Summer Clearance Event and offers special financing on its 2019 Santa Fe.",30,139241.21,21,2019-08-29T21:20:41-04:00,2019-09-03T07:52:52-04:00,"Labor day is here and summer is almost over. And that means so is the Hyundai Epic summer clearance. This is your last chance to save big on all remaining 2019 S and to make your summer better than ever, the Hyundai Epic summer clearance get up to 3500 in savings or 0%. APR for 72 months on the Tucson only at your Valley Hyundai dealers."
2238004,30s More Kids [T2] - 2238004,"When a woman parks her new ride in the driveway, a couple on a walk with their kids stops to ask what kind of SUV it is. The driver tells them it's a Buick Enclave, and the mom admires how easy it is to unload all the ""little maniacs."" She suggests to her husband that they get an Enclave and have a ton more kids. For a limited time, Buick is offering up to 13 percent below MSRP on most 2019 models, plus special pricing on the 2019 Enclave Avenir.",30,18665.67,19,2019-05-04T01:42:42-04:00,2019-06-03T02:39:14-04:00,"Wrong. Let's go. Let's go. What kind of SUV is that? It's a brand new Buick enclave. That really makes it easy to unload all those little maniacs. Sure does. Hey, honey, we should get one of those and have like a ton more kids. Yeah, I love that more kids. Yeah. Introducing the all new Buick Enclave. Tomorrow's SUV for today's family. Get nearly 6500 below Msrp on this 2019 Enclave Avenue. Plus get an additional 1000 regional purchase allowance."
2391348,30s Food Feeds Kids - 2391348,"Every day, 1,000 children are feed thanks to the Ford Focus on Child Hunger Program!",30,122397.16,19,2019-08-16T15:09:15-04:00,2019-12-06T03:41:31-05:00,"Ford. Focus on child hunger is an effort here in the region to make sure that our kids are getting enough to eat by providing more food to families in need. Since 2014, our Ford Peanut Butter Drive has collected over £180,000 of peanut butter. And over the last five years, we provided over 3 million meals and snacks in the northwest. When kids have the nutritious food they need. They really can just be kids. The partnership between Ford fun, local food banks and the boys and girls club is absolutely amazing. That's really what it means to go further."
1526213,30s Instincts [T2] - 1526213,"As a man speeds down a country road in his Audi Q7, its pre-sense safety technology responds to a deer leaping suddenly in front of his car. Without missing a beat, the vehicle skids to a stop before the hair on the startled man's arms has time to rise. The Audi pre-sense is now available in the Audi A4.",30,426126.14,19,2017-05-17T19:01:07-04:00,2018-02-24T01:51:58-05:00,"Audi presens can help prepare for and in some cases help prevent collisions faster than well, you progress is amplifying your instincts. Audi Precent found in the Audi A four, get an exceptional offer at your local Audi dealer."
3415261,30s Certified Before It Was a Thing [T2] - 3415261,"BMW claims that, unlike the dealer down the street that willy-nilly certifies cars to put a sticker on them, it has a reputation to uphold. This is why it says each of its cars are inspected and reconditioned with original BMW parts. The car maker is offering customers financing and 90 days to first payment on all 2017-2019 Certified Pre-Owned models.",30,26085.58,18,2021-07-01T00:30:16-04:00,2021-07-04T19:42:46-04:00,"BMW S were certified before certified was a thing. And unlike the dealer down the street, we have a reputation to uphold each car is inspected and reconditioned with only original BMW parts something we're pretty sure this guy doesn't do because when we say certified, we don't put a sticker on it. We put our reputation behind it, make no payments for 90 days on certified BMW S now at BMW of Bellevue."
2327598,30s Can't Stop Staring [T2] - 2327598,"Whether they're in a garage, out in a meadow or on city streets, people can't help but stare at these Chevrolet vehicles and get excited about the features of each car, truck or SUV. Chevrolet invites you to see what the excitement is all about at your local dealer and offers MSRP savings on select 2019 Silverado Double Cab models.",30,17154.31,17,2019-07-03T11:38:39-04:00,2019-07-07T10:44:33-04:00,"We that this Fourth of July celebrate in a new Chevrolet. Oh, wow. They're all really cool cars. I love it. I can't stop staring at it. Spectacular deals are on display. Now, at your local Chevy dealer it's time to upgrade. Get 20% below MSRP on all 2019 Silverado double cab pickups. That's over 9750 on this Silverado. See your South Florida Chevy dealer."
3168530,30s Plumber - 3168530,"As a woman desperately struggles to unplug her kitchen sink, Yelp informs all Denver-area business owners that someone searches for Denver-area business on Yelp every second. In order to take advantage of all that searching, the company encourages business owners to make their free Yelp business page in as little as 30 seconds -- which is about as long that it estimates Amanda will realize she'd rather hire a local plumber.",30,4675,17,2021-06-29T09:19:18-04:00,2021-07-01T03:55:01-04:00,"Hey, business owner every second someone searches for a Denver area business on Yelp. And you can connect with them today by setting up your free Yelp business page in as little as 30 seconds, which is about how long it'll take Amanda to realize she'd rather hire a plumber. So, get your business on Yelp in as little as 30 seconds. And now we're in business visit. Yelp. Denver dot com and get found today."
2595709,30s Passion - 2595709,"A fashion designer journeys to South American to discover new fabrics and inspiration for her work. As she explores new paths for her career, her father's voice carries over and talks about he once told her to settle for any job she could get. He was surprised and inspired when she showed him that there is a different way to live when she used her creativity and strong will to ensure she reached her dream job. The women travels around the globe, checking into Courtyard hotels during her stays that further her goals. Her father just hopes she will one day tell her own children to do something they're passionate about as well. Just like this woman who let her passion drive her, Courtyard claims that passion moves its company forward.",30,112300.99,15,2019-12-21T14:23:18-05:00,2019-12-29T22:58:00-05:00,"I remember the day you asked but now dad, so I said, find a job, any job, work hard. That's just how it is. But of course you didn't listen, you showed me there's another way, but I'm proud of you."
3156128,30s Time for a Change [T2] - 3156128,"As a father drives his daughter and her boyfriend in a new Toyota Highlander, he explains that he got the new car because he wanted something nicer and more refined. After seeing his daughter and the boyfriend getting too cozy together, he slams the breaks and makes the boyfriend sit in the third row -- all that room in the Highlander seems to have come in handy. For a limited time, you can get special deals on the 2021 Toyota Highlander L.",30,7467.58,14,2021-01-14T00:14:31-05:00,2021-02-01T00:17:12-05:00,"New Highlander Mr D. Yeah, it was time for a change for something nicer, more refined with plenty of space comfy. Derek. Yes, sir. Elevate every ride in the spacious 2021 Highlander, get $1500 customer cash or qualified lessees can lease the sophisticated new 2021 Highlander L for only 299 month Toyota. Let's go places."
2149098,30s Something a Little More Cadillac [T2] - 2149098,"As drivers climb into their Cadillac SUVs, the automaker announces its Move Up Sales Event. Cadillac encourages you to ""move up"" to next-gen connectivity and advanced safety with exceptional offers on the XT5, XT4 and Escalade. For a limited time, you can receive a special leasing offer on a 2019 XT4 Premium Luxury.",30,5427.71,14,2019-03-28T00:25:07-04:00,2019-07-11T00:36:00-04:00,"The Cadillac move up sales event is here, move up to next gen connectivity, move up to advanced safety, move up to something a little more. Well, Cadillac an XT five XT four and the escalade GM employees and eligible family members or the current eligible GM lease get this low mileage lease on this 2019 Cadillac XT four for 2 99 per month."
3351059,30s 2021 MTV Movie & TV Awards: The Coney - 3351059,"As the 2021 MTV Movie & TV Awards are under way, actress Heather McMahan and comedian Phoebe Robinson hold a tasty awards show of their own at the Sonic Drive-In. How does Phoebe feel taking home the coveted ""Coney?"" It's a testament to ""a little creativity and a big appetite,"" of course. For a limited time, you can get a Red Bull Summer Edition Slush for half price when you use the Sonic App.",30,13906.98,14,2021-05-16T22:49:29-04:00,2021-05-17T00:53:28-04:00,"Phoebe over here, please tell us how does it feel to finally take home the coveted Coney. It's not my first coney, so it doesn't get old, but it is my first Coney in a leading role. Did you ever think in a million years you'd see yourself on stage. It isn't testament to what you can achieve with just a little bit of creativity and a big appetite. Congrats to the real winner of Best Musical Moment. Keep watching the MTV movie and TV awards brought to you by the Red Bull Summer edition slash, only for a limited time at Sonic."
2032457,"30s One for You, One for Me: I Love It [T2] - 2032457","When a wife surprises her husband with the gift of matching watches to celebrate the holidays, he is prompted to reveal his own, much grander gift. As a proud new owner of a GMC, the wife rushes to the blue truck intended for her husband. When he tries to explain as much, she cuts him off with a defensive ""I love it."" Luckily, he also likes red. During the Season to Upgrade, the automaker offers GM Employee Pricing for Everyone on most 2020 or 2021 GMC models.",30,272024.52,13,2018-12-20T19:28:08-05:00,2018-12-23T14:12:55-05:00,"I did some early shopping this year. One for you. One for me. I love it. I got us a little something too. Yeah. Yep. One for you and one for me. I love it. Oh, actually that was supposed to be for me. I love it. I like bread. It's the GMC Denae season to upgrade, get over 12,000 total value on this Sierra or the special equipped Yukon. When you finance through GM Financial. See your local dealer for the ultimate tailgate sweepstakes."
